Feature0,Feature1,Feature2,Feature3,Feature4,Label,Type,Narrative
1.728568063,-2.540208784,0.628603122,0.247713865,0.452715029,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.19461913,-0.637606023,1.563573566,-0.59599275,-0.807983375,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.768597026,-1.650941756,2.758652814,-0.703513428,-3.85926748,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.778350233,1.06398099,-1.203430078,-1.212767386,-1.176609972,1,,Feature4 is low. Feature3 is low.
1.069695898,-1.181805704,-0.4859497,-0.281213553,-0.617653915,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.156681401,-2.256261999,0.659295111,0.578156907,-0.026228477,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.606144869,1.012185493,-2.174772878,-0.966751698,-3.022373982,1,,Feature4 is low. Feature3 is low.
0.325385889,0.207246975,-1.256041952,2.141669257,-1.545945547,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.378749631,0.190596896,-2.376551707,-1.72332241,-4.487486995,1,,Feature4 is low. Feature3 is low.
-1.117610096,-0.855387675,-1.180071795,-1.455575935,1.176791681,1,,Feature4 is high.
3.963709535,-0.270137786,3.205676201,-1.299222903,1.912237295,1,,Feature4 is high.
-3.577040724,-1.530712824,0.637627991,3.555182414,-1.894873285,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.1086164,1.065590019,0.38175469,-3.03743872,-1.060975608,1,,Feature4 is low. Feature3 is low.
1.759159053,-3.752958559,2.174676098,0.60687489,1.414717122,1,,Feature4 is high.
1.838831662,1.333998731,-0.699806857,-2.776723767,-0.456169394,1,,Feature4 is low. Feature3 is low.
-2.32723381,1.111700113,-3.728554848,-1.136993731,-5.108714371,1,,Feature4 is low. Feature3 is low.
1.087747453,-0.152282088,1.351633887,0.165879803,-2.640260589,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.414666678,0.286829396,-0.291518506,-3.022073173,-2.032963412,1,,Feature4 is low. Feature3 is low.
-3.18357446,-0.297617762,-1.714108567,1.748731399,-1.771243676,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.490061352,-1.15940513,0.157433815,0.657042125,1.15733267,1,,Feature4 is high.
-0.123785108,0.479268406,-1.194547521,-0.888875523,-1.811993405,1,,Feature4 is low. Feature3 is low.
0.397740276,0.707559044,1.534044552,0.960890105,-0.819606676,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.715864032,0.959233756,1.155339686,1.959914634,-1.744582704,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.398552769,-0.211585053,0.795816163,0.78980724,-4.051864452,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.067641754,-0.136016828,1.147406973,0.870828182,1.691520383,1,,Feature4 is high.
2.993774204,1.919931466,0.240421982,1.375445305,0.014285755,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.885403981,-1.055306065,0.127803137,0.596752386,-2.236707148,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.2714596,-0.401306067,-1.024370789,-0.202290007,-0.77418328,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.532841272,-0.00366039,2.059800209,0.725378985,-2.350983638,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.82491609,-0.87761863,0.014860049,1.30051574,0.326367896,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.168765378,-1.792148865,-1.119951231,0.406542936,0.219489387,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.593111091,0.527101067,2.113238716,-0.129447393,-0.235011996,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.246107044,-2.15946995,5.395696773,1.923952098,3.780478125,1,,Feature4 is high.
0.127056539,0.339384389,-1.950413511,0.819347413,-1.811586605,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.115713396,-3.214633936,1.665317088,0.71252771,1.401325817,1,,Feature4 is high.
-0.403426377,-1.341661066,1.22440146,-1.479735256,-2.461670821,1,,Feature4 is low. Feature3 is low.
2.693233752,1.04796999,0.599124646,0.380947294,-0.033644467,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.621579452,0.277542467,-0.477647944,-0.352449292,-0.592063524,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.828906838,-0.039543072,-0.437739428,0.576553065,1.595670246,1,,Feature4 is high.
0.477410776,0.929651145,1.008996031,1.288840491,-1.56238434,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.314864855,2.459814472,-1.129097317,2.596073746,-1.354758019,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.141403581,1.594363734,-2.941569486,1.853138981,-1.049152798,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.899791968,0.01708041,-0.945010899,1.562511103,0.09191259,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.392100573,1.548260241,0.358503315,0.70180385,-0.076035427,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.689032276,-0.119621914,-0.923381604,-0.006182109,-2.430021332,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.886692139,0.55531811,2.537480804,1.375070767,-1.372069579,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.60303376,-1.895028718,0.121153551,-1.925925771,2.440443812,1,,Feature4 is high.
1.791590221,-2.95073783,0.525304427,0.95741682,-0.135528031,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.836932754,-0.853312231,-0.746889756,0.120204082,-1.621564835,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.309168263,-0.225980392,-1.885436787,1.404183334,-1.41134861,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.27865941,0.756880987,-1.610230223,2.385315403,-2.425806638,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.988505254,-0.145096733,-0.870964263,-0.288508998,1.157228676,1,,Feature4 is high.
-1.213076757,0.825589568,0.785149511,1.002318996,-2.124064466,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.246931934,1.347348916,0.666342489,1.990394876,-2.034174798,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.017261301,1.067926691,-1.314906064,-0.167398415,-0.600424174,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-3.368149621,0.015647192,1.088179675,1.621579493,-4.27220221,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.094933925,-1.971904128,3.298881724,1.173225808,2.111223885,1,,Feature4 is high.
0.996478207,0.46551229,-0.384499706,-1.222191528,3.635013221,1,,Feature4 is high.
0.581692808,2.198147022,0.205610315,2.099380398,-0.504004147,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.616478162,0.824380633,-0.23835881,1.854852496,-2.916322966,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.635344065,-1.981109116,1.352672777,1.288146292,1.204063598,1,,Feature4 is high.
2.890229303,2.171595115,-0.325287823,1.622699531,0.037886861,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.348684268,-0.071825731,-1.516385612,2.251212576,-0.912719021,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.279870494,2.707658464,-0.293717455,3.018451453,-0.89881258,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.465994372,-0.806902296,-1.997363496,1.939025555,-1.636130156,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.524310803,0.563075777,-0.086511948,-0.030050113,-0.075027224,0,,Feature4 is low. Feature3 is high. Feature0 is high.
4.176931904,-1.79483701,-0.638093597,0.472743949,-2.062660918,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.066780208,-0.76177791,-1.258912932,-1.092764594,-1.437768651,1,,Feature4 is low. Feature3 is low.
-2.049153262,0.867818695,-2.575670188,0.803975989,0.37127231,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.435840416,2.046598504,-2.426102347,0.329917732,-0.517304314,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.39224343,1.384219755,-2.603756522,3.637936031,-2.264462558,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.182798303,0.017718445,2.070588999,0.313693226,-1.714883701,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.653529269,0.074997176,1.834462509,1.394624946,-2.757024001,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.264503691,-4.520221322,-0.01626724,-0.861164059,0.57407189,1,,Feature4 is low. Feature3 is low.
-0.590038364,-0.079986238,-3.127549127,3.241116567,-2.283620945,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.752792451,1.711429655,-1.439507587,-1.029538256,-0.620110593,1,,Feature4 is low. Feature3 is low.
1.26512726,1.481021919,-1.571299879,-0.370659668,-1.246694773,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.638518818,-1.607708135,-1.313723141,0.023786285,-0.847634867,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.858162996,1.048830243,0.883376048,1.122101574,-0.874107918,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.732398642,-0.259499101,2.106563378,3.240235941,1.149920504,1,,Feature4 is high.
-3.425300089,-1.331976769,0.609280268,3.727978761,-1.274232229,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-2.073539902,-3.261347215,1.774776339,1.172288465,2.563200771,1,,Feature4 is high.
1.573244608,3.286343522,-3.757959391,-0.937859471,-0.493018986,1,,Feature4 is low. Feature3 is low.
-0.023831763,0.617528788,-0.881993443,-2.834491617,-2.930110583,1,,Feature4 is low. Feature3 is low.
0.489304729,-0.483866354,2.174824262,-0.66924583,-1.947174802,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.066775116,2.456990803,0.186204999,0.92454439,-0.093107685,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.170017464,0.318591211,0.853683576,0.901615485,1.708856073,1,,Feature4 is high.
1.683704436,0.249397221,1.970168271,0.867364476,-1.368498611,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.46127188,-0.258279852,3.628075436,0.927421356,-1.83893544,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.755148001,1.504600564,1.224986394,1.339532995,0.184499004,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.567824375,1.180554564,0.260551694,1.341167809,-1.414049996,0,,Feature4 is low. Feature3 is high. Feature0 is high.
3.02154739,1.130371339,1.17727394,0.914311373,-0.433367821,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.876935112,-2.262344963,-0.359946879,0.595105798,-0.104467807,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.374198009,-0.69079288,2.684691987,3.447613355,-2.087199954,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.353449596,-2.232251431,1.057393138,-0.155453959,0.443711627,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.36169788,-0.002345205,2.563487408,0.368192452,1.699815397,1,,Feature4 is high.
1.008847913,1.932831394,-2.173024777,-2.630376648,-1.28059789,1,,Feature4 is low. Feature3 is low.
1.40911491,0.251156851,2.537064622,0.144767893,-0.437232273,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.414286804,0.115271807,0.588692396,-1.357501019,-0.449304584,1,,Feature4 is low. Feature3 is low.
-0.138605695,0.383015808,-1.178268512,-0.331699581,-1.956801472,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.619112928,-1.190825918,1.568681642,2.198889837,-0.627985253,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.135105854,-1.889229645,3.56127291,1.908705688,2.373953905,1,,Feature4 is high.
0.114767199,0.102406894,-1.274783528,2.22052912,-1.755028278,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.593789933,2.403907004,0.831961333,1.820355866,1.489482787,1,,Feature4 is high.
1.987956772,-0.969193775,2.470068499,-1.240509013,-1.769037594,1,,Feature4 is low. Feature3 is low.
2.02710054,-4.476706924,1.635699565,-0.430300826,1.040294933,1,,Feature4 is high.
1.602774311,-2.451352736,4.899547821,0.396725757,4.870780565,1,,Feature4 is high.
4.141598738,1.446720175,0.048545337,0.008577671,0.555277537,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.181893114,-1.223683917,1.433815041,1.940848499,1.917268026,1,,Feature4 is high.
-1.331906972,1.680521876,0.84792181,2.474860141,-1.205880436,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.838592658,1.883367957,0.630651955,2.776203681,-1.29524232,1,,Feature4 is low. Feature3 is high. Feature0 is low.
3.311579978,0.828324215,0.863119359,0.332986121,2.323231839,1,,Feature4 is high.
-2.118870288,-1.740239567,0.559801416,1.565608245,1.282510834,1,,Feature4 is high.
-0.089254704,-0.629995039,-1.365922341,2.888750142,-0.618613637,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.554181601,-1.246684863,-0.896088508,1.34928242,-1.188189373,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.130666958,1.83539298,0.973804268,1.622082186,0.062883666,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.670773411,0.494934895,-1.790333848,-1.067252447,-1.885154881,1,,Feature4 is low. Feature3 is low.
0.488857241,0.634261381,-0.84895145,-1.063785046,-1.298765484,1,,Feature4 is low. Feature3 is low.
-3.423550837,-2.535407083,3.298949021,5.624634709,-0.884145428,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.60817651,-1.531116554,2.693886278,-0.078314244,2.937934317,1,,Feature4 is high.
1.158541267,2.712340225,-3.269865731,-1.56618956,-1.209807112,1,,Feature4 is low. Feature3 is low.
-0.901009877,1.027025494,-2.58253992,-0.575297285,-3.10227075,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.923911167,1.516386774,-0.176186563,0.726664428,-0.347842658,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.486751021,1.356158444,1.573055743,1.376624215,-0.070550231,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.336513673,-1.112758733,3.273709923,2.193143826,0.45632111,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.120036805,0.488255015,0.480158571,-0.407570028,-0.279136515,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.478430069,-1.471726465,-0.004534723,-1.337801809,2.951148506,1,,Feature4 is high.
0.128869484,-2.348747879,2.404236451,-0.641778233,3.090206869,1,,Feature4 is high.
-1.069589741,-0.158817736,0.400346582,1.388282996,0.430560907,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.597249691,1.097809867,-1.056330836,-3.846061848,-2.429873635,1,,Feature4 is low. Feature3 is low.
1.865253885,0.092506654,1.547293906,0.331850104,-2.144085437,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.246239606,-0.077382544,0.952634374,2.567514288,-0.077467041,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.335214952,-1.208489986,-0.577231894,1.065226533,-0.248556047,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.696014382,-2.399280684,2.091634083,1.987402013,1.663779363,1,,Feature4 is high.
-0.336013043,-0.481726523,-0.082969722,-0.568537082,1.548771346,1,,Feature4 is high.
-0.69183908,0.469964895,2.146400998,0.825523072,-0.829039853,1,,Feature4 is low. Feature3 is high. Feature0 is low.
3.701060519,2.140742808,1.206178777,1.465816951,1.332781321,1,,Feature4 is high.
2.930483848,1.636423474,-0.199855796,-2.988566405,0.232851421,1,,Feature4 is low. Feature3 is low.
-3.962509178,-0.764565486,-0.971434012,3.37633842,-2.050485951,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.538429308,-0.214721063,-2.226719668,3.659794772,-1.864311426,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.475419381,1.801117361,-1.033820167,-0.361148416,0.327003727,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.436343852,0.582490229,-1.648778788,0.006802133,-2.390160468,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.096642354,-0.862288874,1.387454355,0.131897923,2.638838776,1,,Feature4 is high.
3.920762792,0.185730362,2.796808547,-0.376374087,0.701359879,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.299315233,-2.467351411,1.225642548,-1.166715843,0.311933105,1,,Feature4 is low. Feature3 is low.
1.407246916,-1.557248228,-1.085875122,1.434444847,-0.979839138,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.617100129,-1.493328562,0.081338921,0.590587657,-0.317763352,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.260930856,-0.382466737,-1.25224183,3.323017971,-1.708710729,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.444427206,-1.333222291,-0.749022854,2.091768527,0.129356505,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.282858561,1.614878365,1.471848462,2.963576924,-1.360366588,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.983337808,3.134040061,-0.234077596,3.51962202,-0.115695903,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.423160409,-0.329772586,2.399564402,-0.208312142,-1.769632366,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.596925197,-0.714710623,-0.804404851,1.09543738,-1.498421235,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-4.3309888,1.706628373,0.457224039,3.374943161,-3.470396539,1,,Feature4 is low. Feature3 is high. Feature0 is low.
3.055683362,1.064503129,0.883766421,0.032245758,0.004600051,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.076901105,1.056775868,-1.038462647,-0.117512444,-0.387871175,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.561818588,-0.847004004,2.072804349,-0.064366585,1.697316139,1,,Feature4 is high.
0.910930861,-1.208004857,-1.250036985,1.581589035,-1.207698889,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.10859438,1.257450721,-1.963822695,-1.246142176,-2.201842918,1,,Feature4 is low. Feature3 is low.
-1.852631398,-1.193699053,2.564419756,4.170328399,-0.413101362,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.158960962,1.140634715,-2.266868022,0.871143493,-2.275872527,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.907464983,1.647459172,-1.387692164,0.343499991,0.316278941,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.882171754,2.399081212,-0.30252295,3.82907801,-2.003729824,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.836875601,-1.034014517,1.131371253,2.717334836,0.745795496,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.908455081,1.191357293,-1.601376103,0.431439261,-0.356254144,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.660125036,0.737721709,0.696845922,-1.804746127,0.588648175,1,,Feature4 is low. Feature3 is low.
-0.619499363,2.456421935,-3.904761627,-3.772470797,-3.848451123,1,,Feature4 is low. Feature3 is low.
-0.880147459,0.202023635,2.218523594,0.992193357,-2.175115069,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.081451484,-0.459239413,-1.960481983,1.230572091,-1.569945478,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.424755864,1.055984502,-0.084350769,1.011443993,-1.917681461,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.560367077,-0.462468134,-0.46712046,3.458518935,-0.164274702,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.757848489,-3.626487276,1.751199576,-0.674957324,1.10437808,1,,Feature4 is high.
1.903733362,0.884265315,-0.073208854,-1.147440958,-0.053953596,1,,Feature4 is low. Feature3 is low.
-1.198436465,0.49501156,-2.338164889,0.631790213,-1.937785754,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.472299733,1.391146721,0.308046973,1.006633613,-0.877553471,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.257946956,-2.407352272,4.981272908,2.413899429,2.654048662,1,,Feature4 is high.
2.750693778,1.854830461,-0.796437642,-0.98584545,0.344549688,1,,Feature4 is low. Feature3 is low.
-2.964020211,1.253596172,0.681123074,2.25874407,-2.41001563,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.609909262,-0.664741146,-1.650067965,-0.27268582,-1.908626625,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.755986415,1.84773552,-0.846843922,1.806083289,-1.584349963,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-3.365691162,1.606998553,1.258439318,3.070631274,-2.299187423,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.838463559,-0.903038315,0.785099884,1.899300897,-0.232739782,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.174425581,-0.019030492,-2.335677401,-0.067912558,-2.579686322,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.153206682,1.552725295,0.20587504,1.243948785,-0.717815576,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.964652525,-2.511333124,-0.040803752,0.731440771,0.287801543,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.737966392,0.300985915,1.638447335,0.376900221,-1.399552607,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.449077859,-1.798103858,0.554133312,-2.666586518,0.298343353,1,,Feature4 is low. Feature3 is low.
4.000096907,-1.847402886,-0.014762764,-0.103057048,-0.761949137,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.104907605,-0.723464577,1.587120416,3.782703182,-0.825068278,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.106414076,-1.247545912,2.299878243,1.462686284,2.970206401,1,,Feature4 is high.
-0.026775977,-0.402118656,-0.204413215,1.036385043,-0.778095561,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.869766682,0.864470221,0.817991318,-1.630449491,0.418605937,1,,Feature4 is low. Feature3 is low.
-0.092028361,2.172795481,0.091044852,1.901592105,-0.070800516,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.19084336,1.141590419,-1.970588985,-0.79375978,-1.699214416,1,,Feature4 is low. Feature3 is low.
0.563981363,-0.636735741,-0.728683215,1.889733769,-1.107834494,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.474531535,0.324210617,1.364817047,0.452557868,-1.843775217,0,,Feature4 is low. Feature3 is high. Feature0 is high.
3.186273392,-1.523620227,-0.792139091,-1.509476651,-1.221330866,1,,Feature4 is low. Feature3 is low.
4.5612335,-1.82544665,3.892926645,-2.674338545,-0.251974722,1,,Feature4 is low. Feature3 is low.
3.303923412,1.111547139,0.696046993,0.416981346,0.047048566,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.338181956,1.99457625,-1.086845361,-3.034346907,-0.549335299,1,,Feature4 is low. Feature3 is low.
-1.211255371,2.3657042,-2.313692019,2.092883983,-1.842134567,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.819250655,0.47896244,0.183760876,-0.343698347,3.604658645,1,,Feature4 is high.
-1.72412153,-1.927208846,1.906919588,2.23789511,1.078945363,1,,Feature4 is high.
1.173021011,2.034736605,-0.359134161,2.002218962,-0.412314506,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.472390733,1.941622346,-0.946179386,-2.190980243,-0.088911896,1,,Feature4 is low. Feature3 is low.
3.253200716,0.681506287,1.001129197,0.09797576,1.947439825,1,,Feature4 is high.
-3.859396084,-1.109585813,-1.762482818,1.888323819,-1.345085336,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.815723469,-1.774731566,-1.355704313,1.21824376,-0.582216175,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.549540784,-0.63663772,1.60120821,1.905749415,2.442498966,1,,Feature4 is high.
0.575857669,-0.337919069,0.218593032,1.706903348,-0.148827495,0,,Feature4 is low. Feature3 is high. Feature0 is high.
3.452791226,0.506186771,2.077157343,-4.008990963,0.714869709,1,,Feature4 is low. Feature3 is low.
-1.993153779,-0.272460359,0.296046362,3.014212731,0.291966813,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.078139096,1.011141618,-0.681204369,2.526813736,1.50524023,1,,Feature4 is high.
-2.579036839,0.692659361,0.432003126,1.666471267,-3.249592648,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.635212287,0.347319019,-0.279794772,0.519910881,0.218374436,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.99800086,2.577883953,-2.852885217,-2.256935663,-2.326949768,1,,Feature4 is low. Feature3 is low.
-1.043719468,0.909920869,-1.626499502,0.124027354,0.25727518,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.945965728,-0.173382634,-1.469345031,0.690572033,-2.302001984,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.559526729,1.503274771,-1.989866656,-0.913540109,-1.522623798,1,,Feature4 is low. Feature3 is low.
2.713947777,1.380348123,0.42635932,0.774999587,-0.261392661,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-3.997211489,-1.511045051,-0.947847838,2.495228965,-0.891601759,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.761970775,-2.533795757,-0.52337684,0.851606852,-1.22630488,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.774182168,1.391594359,-3.034574416,3.867014173,-2.962625595,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.623364766,0.115014629,1.241626126,0.814056225,1.196039689,1,,Feature4 is high.
0.109150848,0.863399604,1.325150184,0.587900532,-0.729445599,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.331095401,-1.765492709,2.959912807,4.074381906,-1.317480598,1,,Feature4 is low. Feature3 is high. Feature0 is low.
