Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Label,Type,Narrative
0.05049631,1.387703819,1.919196169,-1.390747619,2.501932354,0.927543922,1.103840833,3.079085841,-1.376713585,2.519395427,1,,Feature6
-0.084521884,1.25876142,0.221113088,-1.939100729,2.744008629,1.850805486,-1.95225458,-2.185720053,-1.179546858,-1.519815132,1,,Feature7
0.145614401,0.83271353,-4.466833872,4.634254023,-2.076887282,-0.161843856,0.867354058,-2.497388825,-1.524406516,-1.616504944,1,,Feature7
1.423397524,2.512250818,-3.089548862,4.149931895,-1.289986406,4.916641521,0.647443116,-4.877527543,-2.326701936,0.264900338,1,,Feature7
-3.680187143,-1.283503921,-1.08435218,1.529271294,3.659741088,0.159018872,-2.776354421,1.840190615,0.710759662,-4.370031106,1,,Feature7. Feature3. Feature1
-0.954632631,0.457312838,-1.262045811,4.742064213,-0.499421004,1.465057031,1.57817604,-4.015132956,-2.786450964,-2.723946594,1,,Feature7
-1.098236873,1.89616125,-3.552889838,4.843980569,-3.376188198,-0.700059224,1.547215374,-1.697782988,-1.382771749,-3.829491021,1,,Feature7. Feature3. Feature1
0.770191967,-0.884082027,-1.076282598,-1.238157894,1.098942781,-0.034022507,3.096130715,-1.416155909,-3.60757477,0.363898369,1,,Feature7. Feature3. Feature1
-2.097841728,1.038741956,-2.868338617,0.57556089,2.710311989,0.243555761,2.677889429,-1.436157092,-1.399017498,-0.808587551,1,,Feature7. Feature3. Feature1
1.229308473,-0.370544566,-3.243320273,0.731464962,0.568517666,-0.717514764,-1.35559589,1.438168885,-2.199365065,-4.230616861,1,,Feature7. Feature3. Feature1
-1.705282548,-2.191848654,-1.230862073,0.124817631,2.786780148,0.164951551,2.275792267,-2.811568473,0.439114238,0.623671793,1,,Feature6
0.366506459,0.539801441,1.153180744,0.489312231,-0.16368989,0.961347719,-3.289989072,-2.439358349,-2.988457233,-3.44486702,1,,Feature7
-3.230518881,-3.853351129,-0.456554649,-2.52600827,1.243770957,-1.322759406,1.284314982,-1.670357952,-1.772005532,0.770336305,1,,Feature6
0.236140435,-2.148603272,-2.205473999,-0.02325476,-0.416773482,-1.622669336,-1.105977107,-1.83514068,2.254979601,-1.16493266,1,,Feature7
2.914401317,1.63667337,-1.915442951,1.161548571,-0.490177393,3.383260694,-2.098812388,-3.67290046,-2.741493528,-1.493632062,1,,Feature7
0.659390772,2.235045604,-0.524371974,1.032626817,0.019876731,2.507668802,-0.688573145,-0.577255672,-0.885456493,-1.683026928,1,,Feature7. Feature3. Feature1
-0.140066496,3.429103103,-4.622293325,3.161727317,-3.169289466,0.576830542,0.144141267,0.983745003,1.756314527,-0.947301469,1,,Feature7. Feature3. Feature1
-1.010089816,3.473965458,-3.501848805,3.059186551,0.505723607,-1.237032033,-1.502378154,1.771741551,0.126135052,-2.751259598,1,,Feature7. Feature3. Feature1
2.88882332,-3.836867222,2.001839004,-2.959158944,-1.04199626,-1.617458252,2.417245566,-3.145703404,-2.382215792,-0.539365738,1,,Feature7
-0.27023533,-0.834812126,-3.724356477,6.241197805,0.444341901,2.245302273,0.337079741,-7.078145173,-3.295364039,-2.12290958,1,,Feature7
-1.247389395,2.861396798,-4.747205475,0.763038536,-0.220877588,-0.771194139,-1.346521565,3.101750674,-3.007224295,-3.670531256,1,,Feature7. Feature3. Feature1
-0.583235198,-3.162207083,-0.008639856,-4.205211837,0.864984442,-0.951412986,3.593259427,-2.120008065,-3.310173688,0.42371467,1,,Feature6
1.48365715,6.974195424,0.333978406,-1.326821864,-3.633477193,2.641316679,-1.576679267,2.457736603,0.199496242,-1.453438459,1,,Feature7. Feature3. Feature1
-1.211009325,-0.891337399,-1.29319423,-0.396751002,2.304635708,-0.899036085,-1.374511045,0.907795707,0.113374711,-2.815103641,1,,Feature7. Feature3. Feature1
1.769334957,-2.146966063,3.036353806,-0.156122303,0.278168271,-1.31563992,6.384490341,-5.93119093,-3.011429285,2.449773986,1,,Feature6
-0.096183892,-0.677580306,-0.111301387,-0.06245529,-1.67286615,-3.514211299,-1.824276957,1.553207159,-1.431393026,-4.157597464,1,,Feature7. Feature3. Feature1
2.536497724,2.212468561,-1.756810101,0.77226083,-1.503677021,-0.830571744,-2.950912203,0.885299343,-0.512078478,0.074181364,1,,Feature7. Feature3. Feature1
1.967873487,1.455793273,-0.871252335,-0.315502757,-3.530331414,-1.227031626,-1.499246018,-0.012822014,-1.591372864,-0.186005494,1,,Feature7. Feature3. Feature1
-2.108808875,0.22478423,-2.059144119,0.09636094,-0.337212472,-2.178958277,-1.097983483,-0.399587392,0.320213466,-0.422097158,1,,Feature7. Feature3. Feature1
-2.674853432,-1.051477985,-0.672974692,0.557813732,4.002746788,0.974179199,-1.322752122,0.943625996,0.734732459,-3.240492547,1,,Feature7. Feature3. Feature1
-0.298404217,1.19947387,1.526794234,-0.945072022,-0.749093452,-0.51611332,-4.192777369,0.884927584,-1.793546834,-3.583859367,1,,Feature7. Feature3. Feature1
1.548648071,-0.530351056,-0.746644969,0.603014566,-3.059770163,-0.86099206,-0.24024647,0.102814388,-0.868127613,-0.618076487,1,,Feature7. Feature3. Feature1
-0.402198011,-1.391549769,1.637736182,0.225465966,2.377611725,0.848689057,3.229465226,-3.510044922,-0.474792602,0.714416198,1,,Feature6
0.306923892,0.098712799,-2.307520626,3.914188366,0.566233922,2.262833911,-0.097562901,-4.659577961,-2.680764862,-1.412418309,1,,Feature7
1.747627403,-0.820833175,1.397123081,0.098665915,-2.015033829,-1.04559656,2.615975188,-1.863915712,-3.203752292,-0.080979888,1,,Feature7
3.047027433,2.65563744,-1.412473342,-0.229521979,-1.626250833,3.430396997,-2.226131241,-1.294531835,-1.169104465,-0.134976275,1,,Feature7. Feature3. Feature1
-3.847367997,-0.579023556,0.260749755,0.391416288,4.340462065,1.990407307,-1.81986479,0.086617368,3.446864887,-3.102494256,1,,Feature7. Feature3. Feature1
0.691790586,-0.433231943,0.660597272,-2.138850793,-1.767434475,-1.697550178,2.199738363,-3.136930391,-2.48470647,2.600339565,1,,Feature6
-2.023935544,-3.458026754,0.231479432,-1.329325027,4.152805435,-1.525429508,4.425410069,-2.646166602,-2.15964774,3.25988206,1,,Feature6
-2.980090529,-1.276009703,-1.242011924,-0.567806711,0.099003168,-2.483465351,-0.109818543,-0.781560911,-0.015692698,-0.120743065,1,,Feature7. Feature3. Feature1
2.291393356,1.394286518,-0.474537679,1.522408355,1.982801877,0.002714732,5.910037915,-3.556311628,-3.202535333,0.550184542,1,,Feature6
1.420269958,-1.857912915,2.699546453,-2.982860696,1.811063855,0.788436144,5.693134106,-4.191871206,-2.647536224,0.91113121,1,,Feature6
2.931850742,3.895241117,0.534255931,1.442947383,1.320725243,5.075255474,0.320339035,-4.406020321,-1.994467622,-1.839169894,1,,Feature7
-2.316148794,-0.279359279,-1.696486527,0.344352247,2.03648974,0.959073087,-4.080497248,2.863460527,0.94406086,-3.897121842,1,,Feature7. Feature3. Feature1
0.036740325,0.376286103,0.447893524,0.577058177,-0.961381299,-2.03922091,-1.84327426,-0.277729605,-1.2485425,-4.558982392,1,,Feature7. Feature3. Feature1
-1.42436009,0.398272036,-1.911441376,-3.262570632,3.755066576,-0.512533783,4.498357287,-3.027940981,-2.272276821,-1.176580185,1,,Feature7
0.766535944,0.588490809,-1.176565074,-1.093181945,-2.442317241,-2.561089191,2.96945627,-4.058007205,-1.189104134,-0.122964574,1,,Feature7
2.132590416,0.965335597,-2.065404732,-0.133553868,-3.179661123,-1.774433617,-1.903247001,-0.351658397,-0.609550945,-3.808175351,1,,Feature7. Feature3. Feature1
0.768314095,0.980323114,0.293079504,1.085885595,-0.322422628,0.645081726,-0.530132636,-1.554374439,-2.006036332,-2.193414741,1,,Feature7. Feature3. Feature1
1.59988377,0.015580577,2.84060347,-1.382237136,2.672108185,1.727190491,-2.632313744,-2.575850814,-1.264153591,-1.486774747,1,,Feature7
-0.290444452,2.246695648,-0.125874456,0.075399082,-0.722921495,-0.669465487,-2.407017091,0.042661143,-0.067581836,-2.119008674,1,,Feature7. Feature3. Feature1
0.407729164,2.359839549,-1.672774045,0.945345746,-1.533902049,0.307064116,-2.586058663,-0.148293374,-0.471685106,-2.510745949,1,,Feature7. Feature3. Feature1
4.622375163,2.682647647,-1.291415987,0.786133374,-0.579363511,4.596058146,0.73971605,-3.591124412,-2.224503148,-0.732836808,1,,Feature7
0.962278723,-1.002405256,-0.313470953,-0.574163991,-0.448641,-1.003578134,0.787685908,-0.829199282,-0.205286732,-0.19359938,1,,Feature7. Feature3. Feature1
-1.566687835,0.776376105,1.236993874,0.386022497,1.372248097,-0.297490819,1.29184533,-0.157015697,-2.236538797,-1.301017629,1,,Feature7. Feature3. Feature1
-1.821267343,1.220397943,1.304368459,1.671050969,1.064215785,-2.052998144,-0.1762329,-0.36944943,0.39809525,-3.131348662,1,,Feature7. Feature3. Feature1
0.549288634,0.601847238,0.477329585,-0.144231586,-1.365201364,-0.541580501,3.938601636,-5.100285889,-1.445813198,0.907407058,1,,Feature6
2.619270011,-1.955053798,-2.856446039,-2.033682756,1.201189667,-1.436622488,4.532996459,-3.551478157,-2.473264312,1.993130047,1,,Feature6
-1.149589305,-1.142038414,-0.938431288,-2.99321911,-0.704390176,3.18110398,-1.714585529,-2.625758623,-2.784964371,-2.144244114,1,,Feature7
1.736749821,1.559405246,-2.25119182,0.939628265,-1.711430441,1.485857713,-1.4131166,-0.587056484,-0.469941975,0.34867605,1,,Feature7. Feature3. Feature1
-0.165062903,-1.448874098,-2.539346232,-1.039689149,0.263001917,-1.518681761,0.010753292,-1.896005675,0.986920572,-0.064121874,1,,Feature7
0.314754253,1.079465794,-1.63744702,0.769072882,-0.070052361,0.07019381,-0.265946703,0.986345934,0.798669463,-0.991474595,1,,Feature7. Feature3. Feature1
1.359923817,-3.315395072,-2.40459841,2.094209354,-1.164706282,-0.725302606,-1.07506217,-3.401835971,-2.485530957,-0.695611703,1,,Feature7
-0.727509148,-3.434452643,1.123164426,0.940824573,4.647578535,1.010613582,2.167643714,-0.856131748,-1.774771965,0.496674912,1,,Feature6
-3.252162481,0.945564889,0.250952918,-0.098802296,1.06774634,-0.593487892,-2.326869934,1.214019375,2.309804322,-3.432687087,1,,Feature7. Feature3. Feature1
0.529932912,3.441374989,0.826391528,0.488473797,1.108524751,2.965335055,-0.742798962,-0.88171026,0.12805565,-0.568823945,1,,Feature7. Feature3. Feature1
1.19250567,-2.055164787,-1.257447136,0.478301603,-0.83844576,2.585124893,1.862904252,1.869262187,-2.719585512,2.210699677,1,,Feature6
-0.860829365,-2.748601887,-2.28822726,-2.175497514,2.41041533,-1.554626787,4.400275754,-4.594759085,-2.407366793,1.877972177,1,,Feature6
-4.297727299,-0.699113222,-3.320541997,0.4032738,0.735286849,6.826005023,-1.606141784,-0.959336727,3.117809824,-1.115089993,1,,Feature7. Feature3. Feature1
1.994890036,-2.859349246,-1.374017288,-1.682662429,2.780661511,-1.393300405,4.817005684,-3.569226233,-1.636115292,2.43756168,1,,Feature6
-4.114800332,-1.80246877,2.312874843,-3.47292684,-0.997341599,-3.077199986,1.334815923,-2.697905446,0.06102175,1.237822362,1,,Feature6
0.176469525,-2.802796584,-2.464719673,1.469706252,-0.740378826,5.167192306,1.284874562,3.008486006,-2.057176534,1.892721686,1,,Feature6
-2.148461831,-2.233231387,-4.273729076,-4.925037302,0.629888198,-2.91795255,3.595426621,-3.349351017,-1.406425154,1.601925646,1,,Feature6
-3.885937964,2.735441523,-3.593316557,-0.865652778,-1.509070845,-3.625202789,1.377076582,-1.336319412,-1.665261775,-0.263781324,1,,Feature7. Feature3. Feature1
1.292651928,-0.849996007,-1.80279649,3.4028378,-0.47803859,1.175112541,1.493888557,-4.108375391,-1.819294161,-1.552007565,1,,Feature7
-0.266228921,0.660180991,-1.064401668,1.680143213,-2.389552418,0.950221187,-0.190033602,0.591302468,-1.986589432,-1.033975304,1,,Feature7. Feature3. Feature1
1.055709031,-0.019878198,-1.856449259,-0.532593134,1.530591882,0.318659549,2.930565261,-0.631001978,-3.897679216,-0.681183463,1,,Feature7. Feature3. Feature1
-1.397044382,1.59913559,1.48650264,0.33538851,0.328945486,-1.965367132,-1.587777924,1.310733369,0.536180489,-3.507676256,1,,Feature7. Feature3. Feature1
-1.380560943,0.993536933,-0.821833593,0.752543219,-0.006041892,-2.391336432,-0.674423594,2.352016897,1.945805101,-1.268217424,1,,Feature7. Feature3. Feature1
1.373887784,1.357307744,-0.750789412,-0.68060716,-2.547952745,0.39085834,-1.940695314,1.063551783,-0.384779217,0.309113036,1,,Feature7. Feature3. Feature1
2.852538691,1.820617142,-1.533880169,0.515438609,-1.644912103,1.830390192,-1.302382908,-1.86940946,-1.086935763,-0.890927699,1,,Feature7
0.141230926,2.52333671,-3.608251989,3.203838115,-4.558020302,1.138317724,1.074909205,0.007560949,-0.778030524,-0.138734293,1,,Feature7. Feature3. Feature1
2.269127938,-0.037510137,-2.203421381,1.236239724,-0.285230789,1.757455107,-1.294208836,-2.542948015,-1.904756641,-1.558169533,1,,Feature7
3.142138362,-1.113630471,0.32569778,-0.599638431,0.220269067,-1.180701575,2.016693017,0.745684676,-0.661001276,1.15109398,1,,Feature6
0.554384902,-0.099794915,-3.862709955,3.147559263,-2.41766028,-0.598475851,-0.515178622,-2.500770268,-0.611579022,-1.098833367,1,,Feature7
0.096666959,2.398245134,-3.182538423,2.89215458,-3.312124385,1.217689906,-0.395118783,-1.329328344,-1.77220636,-1.646849726,1,,Feature7. Feature3. Feature1
-0.647223008,3.332652386,-1.000628983,2.439868077,-1.633753281,1.555737116,2.336188098,1.360702362,-0.48282534,-1.306274916,1,,Feature7. Feature3. Feature1
3.672372639,-0.378300522,2.239372458,-2.010322589,-3.973250437,-0.573904803,4.1819712,-2.051069224,-4.940691425,3.867199917,1,,Feature6
2.95795926,5.555045736,-2.035440608,0.785494197,-1.689121818,4.471767673,0.58922141,0.13983542,0.058896407,-0.304997072,1,,Feature7. Feature3. Feature1
-2.722179341,-1.029517239,-3.278003799,-2.149769484,2.548034309,-1.024543061,3.588585202,-3.292261149,0.718653654,0.206911465,1,,Feature7
0.843033958,2.722122103,-2.124989583,3.369876415,-0.299697898,1.914718284,1.109060247,-2.774501664,-0.297141241,-0.929327,1,,Feature7
1.690319041,5.392101797,-1.033404378,2.359888793,1.32092117,5.371334128,-0.391858711,-4.031250327,-1.181443345,-1.862444216,1,,Feature7
-2.441763859,-1.303233389,-0.658582932,-0.483997516,1.971919155,-0.486333987,-0.612549439,2.26553383,-2.157360554,-1.231458176,1,,Feature7. Feature3. Feature1
-0.881752092,2.081260926,-0.381078362,0.052992053,4.136304456,1.07889939,2.379234186,5.384520065,-1.557361775,1.041418061,1,,Feature6
2.062482294,3.752281476,-2.149238851,1.042467531,-0.411385165,1.961037827,0.393067105,0.340435965,0.895463068,0.099150735,1,,Feature7. Feature3. Feature1
2.440948305,-1.640262117,-0.40333868,1.453818377,-1.671710035,-1.451528645,1.183219641,-3.235494391,-0.74926872,-0.291644812,1,,Feature7
-1.141676334,-1.044360426,-2.149417779,-1.099182901,1.330038222,-0.331320245,0.158480181,-0.179975593,-1.82736934,-2.24770054,1,,Feature7. Feature3. Feature1
0.328706822,1.793859493,-0.72587969,1.313321261,-0.75988336,1.655922309,-1.580212156,-1.601133617,-1.176720745,-1.537712144,1,,Feature7. Feature3. Feature1
0.48982098,2.234632486,-0.540149003,-1.247017699,-1.115289935,-1.087984126,-3.195693786,2.445602226,1.526788083,-1.127471704,1,,Feature7. Feature3. Feature1
-0.194321038,-2.254026431,-0.212499622,-1.3068613,2.303020772,0.156903864,4.500165867,-4.77106005,-0.780334567,1.397292026,1,,Feature6
0.340960446,4.095640966,-2.233260645,1.53488646,-3.13133172,0.881606773,1.662164975,2.24708684,0.575691375,-1.065741011,1,,Feature7. Feature3. Feature1
-2.45819888,-0.714793785,-2.703304508,0.023196874,1.817632222,7.165517675,-0.959092254,0.223202914,-2.058842,-0.994767319,1,,Feature7. Feature3. Feature1
3.392332015,-0.79128525,-0.687738599,-0.804179971,-1.422937556,-1.67887651,1.024952509,-0.936901287,-1.92657323,0.991268009,1,,Feature6
0.466314238,2.657884496,-0.841266265,1.131500908,-0.000685301,1.21878358,-0.281051605,-0.425392699,0.722961391,-1.821166992,1,,Feature7. Feature3. Feature1
-1.411239256,2.812243291,-2.5621014,1.238121324,4.813476816,2.072998432,0.355401341,1.255965207,-1.968920995,-4.053570012,1,,Feature7. Feature3. Feature1
1.825350128,5.804448424,0.243887217,-0.600602604,-0.781721824,3.621119481,-1.439211528,0.165364593,0.036271556,-2.139571736,1,,Feature7. Feature3. Feature1
-2.077334497,-0.164115028,0.799371064,-1.225027014,1.945459928,-1.744900705,-0.574208283,-0.346209956,0.800028854,-4.142593153,1,,Feature7. Feature3. Feature1
2.582239078,3.396183878,-1.62953394,0.042318888,-2.707678903,2.249641434,0.373300629,1.582397465,0.066680874,0.116909395,1,,Feature7. Feature3. Feature1
-0.95939939,-0.106065104,1.69904935,-2.388376632,-1.12662174,-2.008250608,2.139767335,-1.174306005,-1.632628116,0.653443835,1,,Feature6
